iteration,rmse,datetime_start,datetime_complete,duration,bagging_freq,colsample_bytree,max_depth,min_child_samples,n_estimators,num_leaves,subsample,state
190,2407.035202162385,2023-01-28 23:54:26.137430,2023-01-28 23:54:56.315182,0 days 00:00:30.177752,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
166,2407.0820906241956,2023-01-28 23:38:51.586861,2023-01-28 23:39:21.046801,0 days 00:00:29.459940,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
333,2407.221078774469,2023-01-29 01:29:21.139810,2023-01-29 01:29:54.311346,0 days 00:00:33.171536,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
233,2407.3432096205306,2023-01-29 00:21:36.495972,2023-01-29 00:22:08.536928,0 days 00:00:32.040956,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
102,2407.4449489614676,2023-01-28 22:57:12.456824,2023-01-28 22:57:42.500914,0 days 00:00:30.044090,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
456,2407.4677883561817,2023-01-29 02:54:54.051231,2023-01-29 02:55:27.037520,0 days 00:00:32.986289,9.0,0.77,11.0,500.0,1000.0,350.0,0.95,COMPLETE
278,2407.600205681406,2023-01-29 00:52:47.691586,2023-01-29 00:53:21.423889,0 days 00:00:33.732303,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
448,2407.7068105148605,2023-01-29 02:49:13.479176,2023-01-29 02:49:46.870781,0 days 00:00:33.391605,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
219,2407.844443650033,2023-01-29 00:12:45.512430,2023-01-29 00:13:16.110564,0 days 00:00:30.598134,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
95,2407.8475456004403,2023-01-28 22:52:58.354296,2023-01-28 22:53:28.331138,0 days 00:00:29.976842,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
199,2407.863806988359,2023-01-28 23:59:52.002326,2023-01-29 00:00:23.128485,0 days 00:00:31.126159,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
284,2407.9007739305857,2023-01-29 00:56:47.660887,2023-01-29 00:57:20.204214,0 days 00:00:32.543327,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
73,2407.9185882345905,2023-01-28 22:39:04.650621,2023-01-28 22:39:34.533433,0 days 00:00:29.882812,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
67,2407.923321916276,2023-01-28 22:35:13.691166,2023-01-28 22:35:43.669123,0 days 00:00:29.977957,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
311,2407.967683658241,2023-01-29 01:14:18.874471,2023-01-29 01:14:54.301556,0 days 00:00:35.427085,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
164,2407.970925007014,2023-01-28 23:37:40.484948,2023-01-28 23:38:10.205450,0 days 00:00:29.720502,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
175,2407.9773409158297,2023-01-28 23:44:21.555251,2023-01-28 23:44:55.301893,0 days 00:00:33.746642,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
326,2407.9820750377435,2023-01-29 01:24:37.787143,2023-01-29 01:25:11.802780,0 days 00:00:34.015637,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
215,2407.9884529154638,2023-01-29 00:10:15.541381,2023-01-29 00:10:50.425527,0 days 00:00:34.884146,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
152,2408.110652841955,2023-01-28 23:30:32.015368,2023-01-28 23:31:01.591828,0 days 00:00:29.576460,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
183,2408.122209575384,2023-01-28 23:49:56.908335,2023-01-28 23:50:29.780553,0 days 00:00:32.872218,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
387,2408.1331404671078,2023-01-29 02:04:40.331791,2023-01-29 02:05:16.297140,0 days 00:00:35.965349,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
65,2408.1764591797532,2023-01-28 22:34:01.077965,2023-01-28 22:34:30.960291,0 days 00:00:29.882326,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
392,2408.1817376416097,2023-01-29 02:08:49.854714,2023-01-29 02:09:31.574543,0 days 00:00:41.719829,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
115,2408.1914123652687,2023-01-28 23:06:10.410101,2023-01-28 23:06:50.273348,0 days 00:00:39.863247,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
337,2408.2039393991254,2023-01-29 01:31:59.453323,2023-01-29 01:32:33.895744,0 days 00:00:34.442421,9.0,0.79,11.0,500.0,1000.0,325.0,0.95,COMPLETE
92,2408.206595487877,2023-01-28 22:51:21.257136,2023-01-28 22:51:51.107765,0 days 00:00:29.850629,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
151,2408.2215539531244,2023-01-28 23:29:58.876986,2023-01-28 23:30:27.592310,0 days 00:00:28.715324,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
124,2408.2390340278794,2023-01-28 23:12:13.043334,2023-01-28 23:13:06.971732,0 days 00:00:53.928398,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
171,2408.2425336541655,2023-01-28 23:41:49.438013,2023-01-28 23:42:20.076492,0 days 00:00:30.638479,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
283,2408.2510973485973,2023-01-29 00:56:07.406080,2023-01-29 00:56:40.933035,0 days 00:00:33.526955,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
187,2408.2563125471233,2023-01-28 23:52:20.718328,2023-01-28 23:52:54.784517,0 days 00:00:34.066189,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
279,2408.275679460328,2023-01-29 00:53:27.537466,2023-01-29 00:54:03.321580,0 days 00:00:35.784114,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
305,2408.2962678576678,2023-01-29 01:10:40.118869,2023-01-29 01:11:14.973604,0 days 00:00:34.854735,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
155,2408.3051693192724,2023-01-28 23:32:17.367319,2023-01-28 23:32:46.262283,0 days 00:00:28.894964,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
417,2408.305330058138,2023-01-29 02:27:31.372979,2023-01-29 02:28:23.145470,0 days 00:00:51.772491,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
332,2408.3075404896717,2023-01-29 01:28:40.799023,2023-01-29 01:29:14.436728,0 days 00:00:33.637705,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
487,2408.3259431260494,2023-01-29 03:18:19.435948,2023-01-29 03:18:53.139965,0 days 00:00:33.704017,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
93,2408.344674180394,2023-01-28 22:51:57.612698,2023-01-28 22:52:28.076206,0 days 00:00:30.463508,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
334,2408.4053748306806,2023-01-29 01:29:58.537541,2023-01-29 01:30:32.475555,0 days 00:00:33.938014,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
455,2408.426356635404,2023-01-29 02:54:11.188926,2023-01-29 02:54:47.159362,0 days 00:00:35.970436,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
174,2408.5346529167255,2023-01-28 23:43:45.255296,2023-01-28 23:44:15.138052,0 days 00:00:29.882756,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
340,2408.559268247166,2023-01-29 01:34:03.921099,2023-01-29 01:34:35.936653,0 days 00:00:32.015554,9.0,0.79,11.0,500.0,1000.0,325.0,0.95,COMPLETE
177,2408.5770893930626,2023-01-28 23:45:35.420595,2023-01-28 23:46:05.313817,0 days 00:00:29.893222,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
454,2408.5808979775284,2023-01-29 02:53:30.053170,2023-01-29 02:54:03.925656,0 days 00:00:33.872486,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
486,2408.600300110332,2023-01-29 03:17:38.009083,2023-01-29 03:18:11.988861,0 days 00:00:33.979778,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
107,2408.6314712507174,2023-01-28 23:00:23.085146,2023-01-28 23:01:00.247540,0 days 00:00:37.162394,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
184,2408.64303354189,2023-01-28 23:50:35.692308,2023-01-28 23:51:05.213998,0 days 00:00:29.521690,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
217,2408.6523802997453,2023-01-29 00:11:32.574598,2023-01-29 00:12:03.138388,0 days 00:00:30.563790,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
131,2408.6557066165246,2023-01-28 23:17:05.323416,2023-01-28 23:17:35.908812,0 days 00:00:30.585396,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
209,2408.6665001256883,2023-01-29 00:06:36.748104,2023-01-29 00:07:07.575482,0 days 00:00:30.827378,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
460,2408.678503669971,2023-01-29 02:57:34.379491,2023-01-29 02:58:07.843222,0 days 00:00:33.463731,9.0,0.77,11.0,500.0,1000.0,350.0,0.95,COMPLETE
120,2408.687761105761,2023-01-28 23:09:43.742473,2023-01-28 23:10:14.527876,0 days 00:00:30.785403,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
445,2408.7047713734537,2023-01-29 02:47:18.824432,2023-01-29 02:47:52.781302,0 days 00:00:33.956870,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
69,2408.7108505034967,2023-01-28 22:36:33.932331,2023-01-28 22:37:03.737294,0 days 00:00:29.804963,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
384,2408.721327545024,2023-01-29 02:02:30.415389,2023-01-29 02:03:07.760887,0 days 00:00:37.345498,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
404,2408.731297770508,2023-01-29 02:17:20.799723,2023-01-29 02:17:52.765092,0 days 00:00:31.965369,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
423,2408.7328773317977,2023-01-29 02:31:51.883797,2023-01-29 02:32:38.738122,0 days 00:00:46.854325,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
357,2408.739878055418,2023-01-29 01:44:55.068167,2023-01-29 01:45:27.385919,0 days 00:00:32.317752,8.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
313,2408.7644232454923,2023-01-29 01:15:37.366566,2023-01-29 01:16:11.431832,0 days 00:00:34.065266,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
420,2408.770674588666,2023-01-29 02:29:52.887925,2023-01-29 02:30:27.553999,0 days 00:00:34.666074,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
64,2408.7740920906267,2023-01-28 22:33:22.668761,2023-01-28 22:33:53.598178,0 days 00:00:30.929417,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
259,2408.786938132048,2023-01-29 00:39:44.059392,2023-01-29 00:40:16.592967,0 days 00:00:32.533575,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
375,2408.788495291369,2023-01-29 01:56:23.505543,2023-01-29 01:56:57.568666,0 days 00:00:34.063123,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
276,2408.7915692674433,2023-01-29 00:51:34.153789,2023-01-29 00:52:06.330945,0 days 00:00:32.177156,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
447,2408.7919630879474,2023-01-29 02:48:36.288280,2023-01-29 02:49:09.460088,0 days 00:00:33.171808,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
56,2408.7925063283706,2023-01-28 22:28:06.164915,2023-01-28 22:28:40.767086,0 days 00:00:34.602171,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
255,2408.793216800786,2023-01-29 00:37:02.303960,2023-01-29 00:37:34.997827,0 days 00:00:32.693867,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
373,2408.793943768524,2023-01-29 01:55:00.310462,2023-01-29 01:55:35.230721,0 days 00:00:34.920259,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
429,2408.7940993973293,2023-01-29 02:36:20.841244,2023-01-29 02:36:53.918305,0 days 00:00:33.077061,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
103,2408.7968522000765,2023-01-28 22:57:46.718310,2023-01-28 22:58:16.918933,0 days 00:00:30.200623,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
352,2408.7972893160018,2023-01-29 01:41:46.625434,2023-01-29 01:42:19.974376,0 days 00:00:33.348942,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
331,2408.799219408132,2023-01-29 01:28:01.323477,2023-01-29 01:28:34.341061,0 days 00:00:33.017584,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
446,2408.7997261080336,2023-01-29 02:47:56.990160,2023-01-29 02:48:31.830671,0 days 00:00:34.840511,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
443,2408.800957633261,2023-01-29 02:46:01.178624,2023-01-29 02:46:35.442488,0 days 00:00:34.263864,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
210,2408.8019624921435,2023-01-29 00:07:12.547257,2023-01-29 00:07:42.423129,0 days 00:00:29.875872,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
86,2408.8024421161363,2023-01-28 22:47:35.405480,2023-01-28 22:48:05.311810,0 days 00:00:29.906330,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
168,2408.803067547845,2023-01-28 23:40:03.112653,2023-01-28 23:40:32.978706,0 days 00:00:29.866053,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
419,2408.806682642452,2023-01-29 02:29:13.489237,2023-01-29 02:29:46.387862,0 days 00:00:32.898625,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
374,2408.809648229723,2023-01-29 01:55:41.761470,2023-01-29 01:56:16.967593,0 days 00:00:35.206123,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
253,2408.812506244508,2023-01-29 00:35:32.480068,2023-01-29 00:36:05.899224,0 days 00:00:33.419156,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
354,2408.813229736289,2023-01-29 01:43:03.018743,2023-01-29 01:43:36.554708,0 days 00:00:33.535965,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
399,2408.836977609213,2023-01-29 02:14:00.629324,2023-01-29 02:14:35.774037,0 days 00:00:35.144713,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
129,2408.8442967630754,2023-01-28 23:15:55.758516,2023-01-28 23:16:25.460347,0 days 00:00:29.701831,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
113,2408.846126956475,2023-01-28 23:04:54.372635,2023-01-28 23:05:24.296410,0 days 00:00:29.923775,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
47,2408.875023804589,2023-01-28 22:22:09.779175,2023-01-28 22:22:39.458028,0 days 00:00:29.678853,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
260,2408.899500938432,2023-01-29 00:40:22.913154,2023-01-29 00:40:56.785748,0 days 00:00:33.872594,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
248,2408.9026545513657,2023-01-29 00:31:45.123049,2023-01-29 00:32:19.088413,0 days 00:00:33.965364,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
181,2408.9165710455436,2023-01-28 23:48:29.247863,2023-01-28 23:49:04.439422,0 days 00:00:35.191559,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
348,2408.9214977325155,2023-01-29 01:39:14.255580,2023-01-29 01:39:47.157109,0 days 00:00:32.901529,9.0,0.79,11.0,500.0,1000.0,400.0,0.95,COMPLETE
380,2408.9227340738453,2023-01-29 01:59:25.590659,2023-01-29 01:59:58.265216,0 days 00:00:32.674557,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
304,2408.925666664536,2023-01-29 01:09:55.833684,2023-01-29 01:10:31.038963,0 days 00:00:35.205279,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
483,2408.937870670457,2023-01-29 03:14:44.261574,2023-01-29 03:15:21.136363,0 days 00:00:36.874789,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
493,2408.9514689604657,2023-01-29 03:22:39.132764,2023-01-29 03:23:25.768576,0 days 00:00:46.635812,9.0,0.79,11.0,500.0,1000.0,350.0,0.95,COMPLETE
78,2408.9610138319636,2023-01-28 22:42:22.394524,2023-01-28 22:43:04.426368,0 days 00:00:42.031844,9.0,0.79,11.0,525.0,1000.0,300.0,0.95,COMPLETE
270,2408.9673168976533,2023-01-29 00:47:20.405003,2023-01-29 00:47:57.241757,0 days 00:00:36.836754,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
377,2408.9673427193643,2023-01-29 01:57:42.382595,2023-01-29 01:58:16.587238,0 days 00:00:34.204643,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
134,2408.9734793465013,2023-01-28 23:19:08.467938,2023-01-28 23:19:52.907553,0 days 00:00:44.439615,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
324,2408.9824434854545,2023-01-29 01:23:13.212544,2023-01-29 01:23:50.502317,0 days 00:00:37.289773,10.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
250,2408.991336153273,2023-01-29 00:33:04.230441,2023-01-29 00:33:50.935379,0 days 00:00:46.704938,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
307,2408.9948338834283,2023-01-29 01:11:44.867932,2023-01-29 01:12:20.435815,0 days 00:00:35.567883,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
204,2408.995281811852,2023-01-29 00:03:23.508108,2023-01-29 00:04:01.026347,0 days 00:00:37.518239,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
43,2409.0081408696465,2023-01-28 22:19:38.487031,2023-01-28 22:20:09.458691,0 days 00:00:30.971660,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
336,2409.0105319629897,2023-01-29 01:31:17.843765,2023-01-29 01:31:51.074123,0 days 00:00:33.230358,9.0,0.79,11.0,500.0,1000.0,375.0,0.95,COMPLETE
49,2409.0195938685188,2023-01-28 22:23:21.501708,2023-01-28 22:23:52.494830,0 days 00:00:30.993122,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
87,2409.033273765423,2023-01-28 22:48:11.723827,2023-01-28 22:48:41.981098,0 days 00:00:30.257271,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
458,2409.0591887807764,2023-01-29 02:56:15.453319,2023-01-29 02:56:48.599815,0 days 00:00:33.146496,9.0,0.77,11.0,500.0,1000.0,350.0,0.95,COMPLETE
463,2409.0668836424,2023-01-29 02:59:38.336410,2023-01-29 03:00:30.238459,0 days 00:00:51.902049,9.0,0.77,11.0,500.0,1000.0,375.0,0.95,COMPLETE
461,2409.0712480107304,2023-01-29 02:58:14.933343,2023-01-29 02:58:48.061794,0 days 00:00:33.128451,9.0,0.77,11.0,500.0,1000.0,400.0,0.95,COMPLETE
468,2409.084163143968,2023-01-29 03:03:28.459662,2023-01-29 03:04:09.909291,0 days 00:00:41.449629,9.0,0.77,11.0,500.0,1000.0,375.0,0.95,COMPLETE
48,2409.0924697686937,2023-01-28 22:22:44.200109,2023-01-28 22:23:14.505646,0 days 00:00:30.305537,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
435,2409.0967945506736,2023-01-29 02:40:23.211000,2023-01-29 02:41:01.463627,0 days 00:00:38.252627,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
98,2409.1091928494966,2023-01-28 22:54:46.456632,2023-01-28 22:55:16.344862,0 days 00:00:29.888230,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
227,2409.109603747463,2023-01-29 00:17:47.485727,2023-01-29 00:18:21.856201,0 days 00:00:34.370474,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
54,2409.1125358795107,2023-01-28 22:26:44.915022,2023-01-28 22:27:15.245693,0 days 00:00:30.330671,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
77,2409.121210230236,2023-01-28 22:41:46.001978,2023-01-28 22:42:15.968647,0 days 00:00:29.966669,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
172,2409.1254948756696,2023-01-28 23:42:24.243521,2023-01-28 23:42:53.980425,0 days 00:00:29.736904,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
482,2409.127860686656,2023-01-29 03:14:04.818761,2023-01-29 03:14:38.110507,0 days 00:00:33.291746,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
84,2409.1286198163843,2023-01-28 22:46:12.303680,2023-01-28 22:46:42.339115,0 days 00:00:30.035435,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
395,2409.1316154630103,2023-01-29 02:11:12.480397,2023-01-29 02:11:46.177221,0 days 00:00:33.696824,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
156,2409.135095632161,2023-01-28 23:32:52.708927,2023-01-28 23:33:22.001758,0 days 00:00:29.292831,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
223,2409.1408604775875,2023-01-29 00:15:14.927812,2023-01-29 00:15:44.587899,0 days 00:00:29.660087,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
397,2409.146316601072,2023-01-29 02:12:42.037033,2023-01-29 02:13:14.921394,0 days 00:00:32.884361,9.0,0.79,11.0,500.0,1000.0,300.0,0.95,COMPLETE
